DATE,PREDICTED_VALUE
2025-06-01,3.0464744590358204
2025-07-01,3.037294800530827
2025-08-01,3.0280300615225575
2025-09-01,3.018879279358494
2025-10-01,3.0098230069432503
2025-11-01,3.000647666484583
2025-12-01,2.9914709202018734
2026-01-01,2.9824146985427986
2026-02-01,2.97337431343938
2026-03-01,2.9643432851381584
2026-04-01,2.955343626378901
2026-05-01,2.9463722619076442
