DATE, VALUE
2010-08-01,4.4999
2010-09-01,4.4999
2010-10-01,4.49008
2010-11-01,4.49008
2010-12-01,4.48025
2011-01-01,4.4606
2011-02-01,4.44095
2011-03-01,4.39183
2011-04-01,4.37218
2011-05-01,4.35253
2011-06-01,4.35253
2011-07-01,4.35253
2011-08-01,4.33287
2011-09-01,4.33287
2011-10-01,4.3427
2011-11-01,4.3427
2011-12-01,4.35253
2012-01-01,4.33287
2012-02-01,4.31322
2012-03-01,4.28375
2012-04-01,4.27392
2012-05-01,4.27392
2012-06-01,4.28375
2012-07-01,4.28375
2012-08-01,4.2641
2012-09-01,4.24445
2012-10-01,4.24445
2012-11-01,4.2641
2012-12-01,4.28375
2013-01-01,4.2641
2013-02-01,4.23462
2013-03-01,4.2248
2013-04-01,4.2248
2013-05-01,4.21497
2013-06-01,4.20515
2013-07-01,4.20515
2013-08-01,4.20515
2013-09-01,4.19532
2013-10-01,4.20515
2013-11-01,4.21497
2013-12-01,4.21497
2014-01-01,4.20515
2014-02-01,4.1855
2014-03-01,4.15602
2014-04-01,4.1462
2014-05-01,4.12655
2014-06-01,4.12655
2014-07-01,4.12655
2014-08-01,4.12655
2014-09-01,4.12655
2014-10-01,4.13637
2014-11-01,4.15602
2014-12-01,4.1855
2015-01-01,4.20515
2015-02-01,4.1855
2015-03-01,4.16585
2015-04-01,4.15602
2015-05-01,4.13637
2015-06-01,4.11672
2015-07-01,4.11672
2015-08-01,4.12655
2015-09-01,4.12655
2015-10-01,4.12655
2015-11-01,4.13637
2015-12-01,4.15602
2016-01-01,4.1462
2016-02-01,4.1462
2016-03-01,4.12655
2016-04-01,4.1069
2016-05-01,4.08725
2016-06-01,4.07742
2016-07-01,4.08725
2016-08-01,4.07742
2016-09-01,4.0676
2016-10-01,4.0676
2016-11-01,4.0676
2016-12-01,4.0676
2017-01-01,4.04795
2017-02-01,4.03812
2017-03-01,4.0283
2017-04-01,4.01847
2017-05-01,4.01847
2017-06-01,4.00865
2017-07-01,4.01847
2017-08-01,3.99882
2017-09-01,3.97917
2017-10-01,3.97917
2017-11-01,3.97917
2017-12-01,3.989
2018-01-01,3.95952
2018-02-01,3.9497
2018-03-01,3.93987
2018-04-01,3.92022
2018-05-01,3.90057
2018-06-01,3.90057
2018-07-01,3.90057
2018-08-01,3.90057
2018-09-01,3.89074
2018-10-01,3.88092
2018-11-01,3.90057
2018-12-01,3.91039
2019-01-01,3.90057
2019-02-01,3.89074
2019-03-01,3.86127
2019-04-01,3.84162
2019-05-01,3.83179
2019-06-01,3.83179
2019-07-01,3.83179
2019-08-01,3.83179
2019-09-01,3.82197
2019-10-01,3.82197
2019-11-01,3.82197
2019-12-01,3.82197
2020-01-01,3.81214
2020-02-01,3.80232
2020-03-01,3.80232
2020-04-01,3.83179
2020-05-01,3.83179
2020-06-01,3.81214
2020-07-01,3.79249
2020-08-01,3.78267
2020-09-01,3.77284
2020-10-01,3.77284
2020-11-01,3.77284
2020-12-01,3.77284
2021-01-01,3.75319
2021-02-01,3.73354
2021-03-01,3.71389
2021-04-01,3.67459
2021-05-01,3.64512
2021-06-01,3.61564
2021-07-01,3.59599
2021-08-01,3.59599
2021-09-01,3.58617
2021-10-01,3.55669
2021-11-01,3.53704
2021-12-01,3.52722
2022-01-01,3.49774
2022-02-01,3.45844
2022-03-01,3.41914
2022-04-01,3.39949
2022-05-01,3.36019
2022-06-01,3.31106
2022-07-01,3.32089
2022-08-01,3.32089
2022-09-01,3.31106
2022-10-01,3.30124
2022-11-01,3.30124
2022-12-01,3.31106
2023-01-01,3.28159
2023-02-01,3.26194
2023-03-01,3.25211
2023-04-01,3.24229
2023-05-01,3.23246
2023-06-01,3.22264
2023-07-01,3.21281
2023-08-01,3.20299
2023-09-01,3.19316
2023-10-01,3.19316
2023-11-01,3.20299
2023-12-01,3.20299
2024-01-01,3.18334
2024-02-01,3.16369
2024-03-01,3.14404
2024-04-01,3.13421
2024-05-01,3.12439
2024-06-01,3.12439
2024-07-01,3.12439
2024-08-01,3.12439
2024-09-01,3.11456
2024-10-01,3.11456
2024-11-01,3.11456
2024-12-01,3.11456
2025-01-01,3.09491
2025-02-01,3.07526
2025-03-01,3.07526
2025-04-01,3.06544
2025-05-01,3.05561
2025-06-01,3.04579
